"Player","Team","Number","Position","Height","Weight","Last Attended","Country","id"
"DominicMcGuire","WAS","5","F","6-9","235 lbs","Fresno State","USA","201187"
"KevinMcHale","BOS","32","F","6-10","210 lbs","Minnesota","USA","1450"
"JimMcIlvaine","OKC","22","C","7-1","264 lbs","Marquette","USA","29"
"JeffMcInnis","LAC","0","G","6-4","190 lbs","North Carolina","USA","976"
"KennyMcIntosh","OKC","43","F","6-7","225 lbs","Eastern Michigan","USA","77540"
"KevinMcKenna","BKN","12","F","6-5","195 lbs","Creighton","USA","77541"
"ForrestMcKenzie","SAS","7","F","6-7","200 lbs","Loyola-Marymount","USA","77542"
"StanMcKenzie","POR","40","F","6-5","195 lbs","New York University","USA","77543"
"DerrickMcKey","IND","9","F","6-10","241 lbs","Alabama","USA","365"
"AaronMcKie","PHI","2","G","6-5","209 lbs","Temple","USA","243"
"BillyMcKinney","DEN","","G","6-0","160 lbs","Northwestern","USA","77547"
"CarltonMcKinney","LAC","4","F","6-4","190 lbs","Southern Methodist","USA","77545"
"HoraceMcKinney","WAS","17","F","6-6","185 lbs","North Carolina","USA","77546"
"TreyMcKinney-Jones","IND","10","G","6-5","220 lbs","Miami","USA","203590"
"AlfonzoMcKinnie","CHI","28","F","6-7","215 lbs","Wisc.-Green Bay","USA","1628035"
"JaQuoriMcLaughlin","DAL","","G","6-4","190 lbs","Cal-Santa Barbara","USA","1630605"
"JordanMcLaughlin","MIN","6","G","5-11","185 lbs","Southern California","USA","1629162"
"BenMcLemore","POR","23","G","6-3","195 lbs","Kansas","USA","203463"
"MccoyMcLemore","GSW","18","F","6-7","230 lbs","Drake","USA","77548"
"GeorgeMcLeod","BAL","","F","6-5","200 lbs","TCU","USA","77549"
"KeithMcLeod","UTA","20","G","6-2","190 lbs","Bowling Green","USA","2693"
"RoshownMcLeod","ATL","7","F","6-8","221 lbs","Duke","USA","1728"
"JackMcMahon","ATL","21","G","6-1","185 lbs","St. John's","USA","77551"
"NateMcMillan","OKC","10","G-F","6-5","210 lbs","North Carolina State","USA","203"
"TomMcMillen","ATL","54","F","6-11","215 lbs","Maryland","USA","77553"
"JimMcMillian","LAL","5","F","6-5","215 lbs","Columbia","USA","77554"
"ShellieMcMillon","DET","25","F","6-5","205 lbs","Bradley","USA","77555"
"MalMcMullan","INO","","","","","Xavier","USA","77556"
"ChetMcNabb","BAL","","","","","Arizona State","USA","77557"
"MarkMcNamara","PHI","31","C","6-11","235 lbs","California","USA","77558"
"JoeMcNamee","SAC","20","C","6-6","210 lbs","San Francisco","USA","77559"
"JerelMcNeal","PHX","8","G","6-3","200 lbs","Marquette","USA","202077"
"ChrisMcNealy","NYK","14","F","6-7","210 lbs","San Jose State","USA","77560"
"BobMcNeill","NYK","52","G","6-1","170 lbs","St. Joseph's (PA)","USA","77562"
"LarryMcNeill","SAC","32","F","6-9","195 lbs","Marquette","USA","77561"
"CarlMcNulty","ATL","6","G","6-3","185 lbs","Purdue","USA","77563"
"PaulMcPherson","PHX","23","G","6-4","210 lbs","DePaul","USA","2101"
"CozellMcQueen","DET","40","F","6-11","235 lbs","North Carolina State","USA","77565"
"JordanMcRae","WAS","52","G","6-5","179 lbs","Tennessee","USA","203895"
"ThalesMcReynolds","WAS","11","G","6-3","185 lbs","Miles","USA","77566"
"JoshMcRoberts","IND","4","F","6-10","240 lbs","Duke","USA","201177"
"EricMcWilliams","HOU","22","F","6-8","200 lbs","Long Beach State","USA","77567"
"GeorgeMearns","PRO","","F","6-3","175 lbs","Rhode Island","USA","77568"
"SlavaMedvedenko","LAL","3","F","6-10","253 lbs","Kyiv","Ukraine","2098"
"DarnellMee","DEN","4","G","6-5","175 lbs","Western Kentucky","USA","1577"
"JodieMeeks","PHI","20","G","6-4","210 lbs","Kentucky","USA","201975"
"CliffMeely","HOU","21","F","6-8","215 lbs","Colorado","USA","77570"
"ScottMeents","OKC","8","F","6-10","225 lbs","Illinois","USA","77571"
"DickMehen","DET","17","F","6-5","195 lbs","Tennessee","USA","77572"
"DonMeineke","DET","22","F","6-7","208 lbs","Dayton","USA","77573"
"CarlMeinhold","BAL","","G","6-2","185 lbs","Long Island-Brooklyn","USA","77574"
"SalahMejri","DAL","50","C","7-2","235 lbs","","Tunisia","1626257"
"GalMekel","DAL","33","G","6-3","191 lbs","Wichita State","Israel","203539"
"BillMelchionni","PHI","25","G","6-1","165 lbs","Villanova","USA","77576"
"GaryMelchionni","PHX","25","G","6-2","185 lbs","Duke","USA","77575"
"NicoloMelli","NOP","44","F","6-9","236 lbs","","Italy","1629740"
"FabMelo","BOS","13","C","7-0","255 lbs","Syracuse","Brazil","203097"
"De'AnthonyMelton","PHI","8","G","6-2","200 lbs","Southern California","USA","1629001"
"EdMelvin","PIT","","F","5-9","170 lbs","Duquesne","USA","77577"
"DeanMeminger","NYK","7","G","6-1","175 lbs","Marquette","USA","77578"
"ChuckMencel","LAL","18","G","6-0","168 lbs","Minnesota","USA","77579"
"JohnMengelt","DET","15","G","6-2","195 lbs","Auburn","USA","77580"
"KenMenke","WAT","","G","6-0","168 lbs","Illinois","USA","77581"
"PopsMensah-Bonsu","TOR","44","F","6-10","240 lbs","George Washington","USA","200822"
"RonMercer","BOS","5","F","6-7","210 lbs","Kentucky","USA","1500"
"JoeMeriweather","SAC","50","C","6-10","215 lbs","Southern Illinois","USA","77582"
"PorterMeriwether","PHI","14","G","6-2","180 lbs","Tennessee State","USA","77583"
"SamMerrill","SAC","25","G","6-4","205 lbs","Utah State","USA","1630241"
"TomMeschery","GSW","14","F","6-6","215 lbs","St. Mary's (CA)","USA","77584"
"ChimezieMetu","SAC","7","F-C","6-9","225 lbs","Southern California","USA","1629002"
"LorenMeyer","DAL","34","C-F","6-10","260 lbs","Iowa State","USA","684"
"DaveMeyers","MIL","7","F","6-9","215 lbs","UCLA","USA","77586"
"StanMiasek","CHS","3","F","6-5","210 lbs","No School","USA","77587"
"LarryMicheaux","HOU","40","F","6-9","220 lbs","Houston","USA","77588"
"JordanMickey","BOS","25","C-F","6-8","235 lbs","Louisiana State","USA","1626175"
"KhrisMiddleton","MIL","22","F","6-7","222 lbs","Texas A&M","USA","203114"
"ZigmundMihalik","PIT","","G","6-0","180 lbs","Ford City HS (PA)","USA","77589"
"ChrisMihm","CLE","4","C","7-0","265 lbs","Texas-Austin","USA","2036"
"EricMika","SAC","","C-F","6-10","233 lbs","Brigham Young","USA","1628450"
"EdMikan","GSW","15","C","6-8","230 lbs","DePaul","USA","77590"
"GeorgeMikan","LAL","99","C","6-10","245 lbs","DePaul","USA","600012"
"LarryMikan","CLE","30","F","6-7","210 lbs","Minnesota","USA","77591"
"VernMikkelsen","LAL","19","F","6-7","230 lbs","Hamline","USA","77593"
"AlMiksis","WAT","","C","6-7","210 lbs","Western Illinois","USA","77594"
"AaronMiles","GSW","","G","6-1","190 lbs","Kansas","USA","101223"
"CJMiles","BOS","6","F-G","6-6","220 lbs","No College","USA","101139"
"DariusMiles","LAC","3","F","6-9","235 lbs","East St. Louis HS (IL)","USA","2032"
"EddieMiles","DET","42","G","6-4","195 lbs","Seattle","USA","77596"
"MarkoMilic","PHX","20","F","6-6","235 lbs","Union Olimpija","Slovenia","1527"
"DarkoMilicic","MEM","31","C","7-0","275 lbs","Hemoform","Serbia","2545"
"NatMilitzok","NYK","","","","","Cornell","USA","77598"
"AndreMiller","DEN","24","G","6-3","200 lbs","Utah","USA","1889"
"AnthonyMiller","LAL","6","F","6-9","255 lbs","Michigan State","USA","292"
"BillMiller","CHS","","","","","North Carolina","USA","77605"
"BobMiller","SAS","41","F","6-10","230 lbs","Cincinnati","USA","77603"
"BradMiller","SAC","52","C-F","7-0","261 lbs","Purdue","USA","1802"
"DariusMiller","NOP","21","F","6-6","225 lbs","Kentucky","USA","203121"
"DickMiller","IND","30","F","6-6","215 lbs","Toledo","USA","77602"
"EddieMiller","BAL","","F","6-8","225 lbs","Syracuse","USA","77599"
"HarryMiller","HUS","","C","6-4","230 lbs","North Carolina","USA","77600"
"IsaiahMiller","POR","","G","6-0","180 lbs","North Carolina-Greensboro","USA","1630627"
"JayMiller","ATL","12","F","6-5","205 lbs","Notre Dame","USA","77601"
"MalcolmMiller","TOR","13","G-F","6-7","210 lbs","Holy Cross","USA","1626259"
"MikeMiller","MEM","3","G-F","6-8","218 lbs","Florida","USA","2034"
"OliverMiller","PHX","3","C","6-9","315 lbs","Arkansas","USA","932"
"QuincyMiller","DEN","34","F","6-9","210 lbs","Baylor","USA","203113"
"ReggieMiller","IND","31","G","6-7","195 lbs","UCLA","USA","397"
"WaltMiller","PIT","","F","6-2","190 lbs","Duquesne","USA","77604"
"ChrisMills","CLE","34","F","6-7","220 lbs","Arizona","USA","168"
"JohnMills","PIT","","C","6-8","203 lbs","Western Kentucky","USA","77606"
"PattyMills","BKN","8","G","6-0","180 lbs","St.Mary's College of California","Australia","201988"
"TerryMills","DET","6","C-F","6-10","250 lbs","Michigan","USA","371"
"ElijahMillsap","UTA","22","G-F","6-7","215 lbs","Alabama-Birmingham","USA","202407"
"PaulMillsap","PHI","8","F","6-7","257 lbs","Louisiana Tech","USA","200794"
"ShakeMilton","PHI","18","G-F","6-5","205 lbs","Southern Methodist","USA","1629003"
"HaroldMiner","MIA","4","G","6-5","210 lbs","Southern California","USA","114"
"DirkMinniefield","CLE","11","G","6-3","180 lbs","Kentucky","USA","77609"
"DaveMinor","ATL","8","G","6-2","185 lbs","UCLA","USA","77610"
"GregMinor","BOS","9","G-F","6-6","230 lbs","Louisville","USA","65"
"MarkMinor","BOS","20","F","6-6","215 lbs","Ohio State","USA","77612"
"JoshMinott","MIN","","F","6-8","205 lbs","Memphis","USA","1631169"
"NikolaMirotic","CHI","41","F","6-10","250 lbs","Real Madrid","Montenegro","202703"
"WatMisaka","NYK","15","G","5-7","150 lbs","Utah","USA","77613"
"JasonMiskiri","CHA","11","G","6-2","185 lbs","George Mason","USA","1954"
"DavionMitchell","SAC","15","G","6-0","202 lbs","Baylor","USA","1630558"
"DonovanMitchell","CLE","45","G","6-1","215 lbs","Louisville","USA","1628378"
"MikeMitchell","SAS","34","F","6-7","215 lbs","Auburn","USA","77615"
"MurrayMitchell","AND","","C","6-6","","Sam Houston State","USA","77616"
"SamMitchell","MIN","42","F","6-7","215 lbs","Mercer","USA","417"
"ToddMitchell","MIA","32","F","6-7","205 lbs","Purdue","USA","77614"
"TonyMitchell","MIL","18","F","6-6","216 lbs","Alabama","USA","203183"
"TonyMitchell","DET","9","F","6-8","235 lbs","North Texas","USA","203502"
"NazMitrou-Long","UTA","15","G","6-3","218 lbs","Iowa State","Canada","1628513"
"SteveMix","PHI","50","F","6-7","215 lbs","Toledo","USA","77618"
"BillMlkvy","GSW","16","F","6-4","190 lbs","Temple","USA","77619"
"CuttinoMobley","HOU","32","G","6-4","215 lbs","Rhode Island","USA","1749"
"EricMobley","MEM","52","C","6-11","235 lbs","Pittsburgh","USA","211"
"EvanMobley","CLE","4","C","6-11","215 lbs","Southern California","USA","1630596"
"IsaiahMobley","CLE","15","F","6-8","238 lbs","Southern California","USA","1630600"
"LarryMoffett","HOU","41","F","6-8","210 lbs","UNLV","USA","77621"
"LeoMogus","GSW","18","F","6-4","190 lbs","Youngstown State","USA","77622"
"NazrMohammed","CHA","13","C","6-10","250 lbs","Kentucky","USA","1737"
"JeromeMoiso","NOP","6","F","6-10","235 lbs","UCLA","France","2040"
"PaulMokeski","MIL","44","C","7-0","250 lbs","Kansas","USA","77623"
"AdamMokoka","CHI","20","G","6-4","190 lbs","","France","1629690"
"JackMolinas","DET","6","F","6-6","200 lbs","Columbia","USA","77624"
"WayneMolis","NYK","18","F","6-8","230 lbs","Lewis","USA","77625"
"SidneyMoncrief","MIL","4","G","6-4","180 lbs","Arkansas","USA","77626"
"ChimaMoneke","SAC","","F","6-6","223 lbs","California-Davis","Nigeria","1631320"
"EricMoney","DET","14","G","6-0","170 lbs","Arizona","USA","77627"
"SergeiMonia","POR","","F","6-8","220 lbs","CSKA Moscow","Russia","2752"
"MalikMonk","SAC","11","G","6-3","200 lbs","Kentucky","USA","1628370"
"EarlMonroe","NYK","10","G","6-3","185 lbs","Winston-Salem State","USA","600006"
"GregMonroe","MIN","55","F-C","6-10","250 lbs","Georgetown","USA","202328"
"RodneyMonroe","ATL","12","G","6-3","185 lbs","North Carolina State","USA","77628"
"LuisMontero","POR","44","G","6-7","185 lbs","Westchester C.C.","Dominican Republic","1626242"
"HowieMontgomery","GSW","43","F","6-4","220 lbs","Texas-Pan American","USA","77630"
"EricMontross","DET","00","C","7-0","270 lbs","North Carolina","USA","376"
"MosesMoody","GSW","4","G","6-5","211 lbs","Arkansas","USA","1630541"
"JamarioMoon","TOR","9","F","6-8","205 lbs","Meridian CC","USA","200081"
"XavierMoon","LAC","15","G","6-2","165 lbs","Morehead State","USA","1629875"
"JimMooney","GSW","7","F","6-5","215 lbs","Villanova","USA","77631"
"MattMooney","NYK","31","G","6-2","199 lbs","Texas Tech","USA","1629760"
"AndreMoore","DEN","53","F","6-9","215 lbs","Loyola-Chicago","USA","77632"
"BenMoore","IND","26","F","6-8","220 lbs","Southern Methodist","USA","1628500"
"E'TwaunMoore","ORL","55","G","6-3","191 lbs","Purdue","USA","202734"
"JackieMoore","GSW","4-14","F","6-5","180 lbs","La Salle","USA","77634"
"JohnnyMoore","SAS","00","G","6-1","175 lbs","Texas-Austin","USA","77633"
"LowesMoore","BKN","13","G","6-1","170 lbs","West Virginia","USA","77635"
"MikkiMoore","DET","31","F-C","7-0","225 lbs","Nebraska","USA","1630"
"OttoMoore","DET","34","C","6-11","205 lbs","Texas-Pan American","USA","77636"
"RonMoore","DET","53","C","7-0","260 lbs","West Virginia State","USA","77637"
"TracyMoore","DAL","20","G","6-4","200 lbs","Tulsa","USA","929"
"WendellMoore Jr.","MIN","","G","6-5","215 lbs","Duke","USA","1631111"
"JaMorant","MEM","12","G","6-3","174 lbs","Murray State","USA","1629630"
"EricMoreland","DET","15","F-C","6-10","238 lbs","Oregon State","USA","203961"
"JackieMoreland","DET","15","F","6-7","215 lbs","Louisiana Tech","USA","77639"
"GuyMorgan","IND","35","G","6-8","205 lbs","Wake Forest","USA","77640"
"JuwanMorgan","BOS","16","F","6-7","232 lbs","Indiana","USA","1629752"
"RexMorgan","BOS","20","G","6-5","190 lbs","Jacksonville","USA","77641"
"ElmoMorgenthaler","GSW","17","C","6-9","230 lbs","New Mexico Tech","USA","77642"
"DarrenMorningstar","DAL","55","C","6-10","235 lbs","Pittsburgh","USA","77644"
"ChrisMorris","BKN","34","F","6-8","228 lbs","Auburn","USA","356"
"DariusMorris","LAL","14","G","6-4","195 lbs","Michigan","USA","202721"
"IsaiahMorris","DET","35","F","6-8","229 lbs","Arkansas","USA","77647"
"JaylenMorris","SAS","3","G","6-5","185 lbs","Molloy","USA","1628537"
"MarkieffMorris","MIA","8","F","6-9","245 lbs","Kansas","USA","202693"
"MaxMorris","SHE","","F","6-2","195 lbs","Northwestern","USA","77646"
"MonteMorris","WAS","22","G","6-2","183 lbs","Iowa State","USA","1628420"
"RandolphMorris","ATL","33","C","6-11","275 lbs","Kentucky","USA","201043"
"TerenceMorris","HOU","44","F","6-9","221 lbs","Maryland","USA","2242"
"MarcusMorris Sr.","LAC","8","F","6-8","218 lbs","Kansas","USA","202694"
"AdamMorrison","CHA","6","F","6-8","205 lbs","Gonzaga","USA","200747"
"DwightMorrison","BOS","12","F","6-8","220 lbs","Idaho","USA","77648"
"MikeMorrison","PHX","32","G","6-4","195 lbs","Loyola-Maryland","USA","77649"
"AnthonyMorrow","OKC","11","G","6-5","210 lbs","Georgia Tech","USA","201627"
"DwayneMorton","GSW","50","G","6-7","195 lbs","Louisville","USA","132"
"JohnMorton","CLE","23","F","6-3","180 lbs","Seton Hall","USA","1972"
"RichardMorton","IND","4","F","6-3","190 lbs","California State-Fullerton","USA","77652"
"GlennMosley","SAS","34","F","6-8","195 lbs","Seton Hall","USA","77653"
"PerryMoss","GSW","10","G","6-2","185 lbs","Northeastern","USA","77654"
"LawrenceMoten","MEM","21","G","6-5","190 lbs","Syracuse","USA","734"
"DonatasMotiejunas","HOU","28","F-C","7-0","220 lbs","Lithuania","Lithuania","202700"
"JohnathanMotley","LAC","15","F","6-8","230 lbs","Baylor","USA","1628405"
"HannoMottola","ATL","13","C-F","6-11","247 lbs","Utah","Finland","2069"
"ArnettMoultrie","PHI","5","F","6-10","240 lbs","Mississippi State","USA","203102"
"AlonzoMourning","MIA","33","C","6-10","261 lbs","Georgetown","USA","297"
"TimofeyMozgov","DEN","21","C","7-1","275 lbs","","Russia","202389"
"ChuckMrazovich","INO","","F","6-5","185 lbs","Eastern Kentucky","USA","77657"
"EmmanuelMudiay","SAC","15","G","6-3","200 lbs","","Democratic Republic of the Congo","1626144"
"ErwinMueller","DET","51","F","6-8","230 lbs","San Francisco","USA","77658"
"ShabazzMuhammad","MIN","15","G-F","6-6","221 lbs","UCLA","USA","203498"
"MychalMulder","MIA","12","G","6-3","195 lbs","Kentucky","Canada","1628539"
"JoeMullaney","BOS","17","G","6-0","165 lbs","Holy Cross","USA","77659"
"BobMullens","HUS","","","","","Fordham","USA","77660"
"ByronMullens","CHA","30","C","7-0","275 lbs","Ohio State","USA","201957"
"ChrisMullin","GSW","17","F","6-7","215 lbs","St. John's","USA","904"
"JeffMullins","GSW","23","G","6-4","190 lbs","Duke","USA","77662"
"ToddMundt","ATL","51","C","7-0","255 lbs","Delta State","USA","942"
"XavierMunford","MEM","0","G","6-4","173 lbs","Rhode Island","USA","204098"
"ChrisMunk","UTA","44","F","6-9","225 lbs","Southern California","USA","77664"
"GeorgeMunroe","BOM","6","G","5-11","170 lbs","Dartmouth","USA","77665"
"EricMurdock","MIL","5","G","6-1","200 lbs","Providence","USA","785"
"GheorgheMuresan","WAS","77","C","7-7","303 lbs","Pau Orthez","Romania","49"
"AdeMurkey","SAC","","G","6-5","200 lbs","Denver","USA","1630278"
"AllenMurphy","LAL","20","G","6-4","190 lbs","Louisville","USA","77668"
"CalvinMurphy","HOU","23","G","5-9","165 lbs","Niagara","USA","77669"
"DickMurphy","NYK","5","G","6-1","175 lbs","Manhattan","USA","77672"
"ErikMurphy","CHI","33","F","6-10","230 lbs","Florida","Finland","203513"
"JayMurphy","LAC","42","F","6-9","220 lbs","Boston College","USA","77670"
"JohnMurphy","GSW","12","F","6-2","175 lbs","Simon Gratz HS (PA)","USA","77671"
"KevinMurphy","UTA","55","G","6-6","185 lbs","Tennessee Tech","USA","203122"
"RonnieMurphy","POR","34","F","6-5","225 lbs","Jacksonville","USA","77673"
"TodMurphy","MIN","41","C","6-9","220 lbs","California-Irvine","USA","77674"
"TroyMurphy","GSW","14","F-C","6-11","245 lbs","Notre Dame","USA","2211"
"TreyMurphy III","NOP","25","F","6-8","206 lbs","Virginia","USA","1630530"
"DejounteMurray","ATL","5","G","6-4","180 lbs","Washington","USA","1627749"
"FlipMurray","OKC","6","G","6-3","200 lbs","Shaw","USA","2436"
"JamalMurray","DEN","27","G","6-3","215 lbs","Kentucky","Canada","1627750"
"KeeganMurray","SAC","","F","6-8","225 lbs","Iowa","USA","1631099"
"KenMurray","DET","4","G","6-2","190 lbs","St. Bonaventure","USA","77675"
"LamondMurray","LAC","31","F","6-7","235 lbs","California","USA","441"
"TracyMurray","WAS","30","F","6-7","228 lbs","UCLA","USA","145"
"DorieMurrey","OKC","40","F","6-8","215 lbs","Detroit","USA","77676"
"Toure'Murry","NYK","23","G","6-5","195 lbs","Wichita State","USA","203315"
"DzananMusa","BKN","13","G-F","6-9","217 lbs","","Bosnia and Herzegovina","1629058"
"MikeMuscala","OKC","33","F-C","6-10","240 lbs","Bucknell","USA","203488"
"AngeloMusi","GSW","5","G","5-9","145 lbs","Temple","USA","77677"
"JerrodMustaf","PHX","0","F","6-10","238 lbs","Maryland","USA","1054"
"DikembeMutombo","DEN","55","C","7-2","260 lbs","Georgetown","Congo","87"
"MartinMuursepp","DAL","13","F","6-9","235 lbs","Maccabi Tel Aviv","Estonia","982"
"PeteMyers","CHI","20","G-F","6-6","192 lbs","Arkansas-Little Rock","USA","939"
"SviMykhailiuk","TOR","14","G-F","6-7","205 lbs","Kansas","Ukraine","1629004"
"MakhtarN'diaye","MEM","","","","","North Carolina","Senegal","1823"
"MakhtarN'diaye","MEM","40","F","6-8","245 lbs","North Carolina","","1626122"
"MamadouN'diaye","TOR","34","C","7-0","255 lbs","Auburn","Senegal","2055"
"BobNaber","INO","","F","6-3","185 lbs","Louisville","USA","77681"
"BorisNachamkin","SAC","17","F","6-6","210 lbs","New York University","USA","77682"
"BostjanNachbar","BKN","7","F","6-9","221 lbs","Benetton Treviso","Slovenia","2411"
"AbdelNader","PHX","11","F","6-5","225 lbs","Iowa State","Egypt","1627846"
"JerryNagel","DET","9","G","6-0","190 lbs","Loyola-Chicago","USA","77683"
"FredNagy","JET","","G","6-1","185 lbs","Akron","USA","77684"
"LeeNailon","CHA","33","F","6-9","238 lbs","TCU","USA","1924"
"EduardoNajera","DEN","21","F","6-8","235 lbs","Oklahoma","Mexico","2059"
"LarryNance","PHX","22","F","6-10","205 lbs","Clemson","USA","77685"
"LarryNance Jr.","NOP","22","F-C","6-7","245 lbs","Wyoming","USA","1626204"
"ShabazzNapier","POR","5","G","6-0","175 lbs","Connecticut","USA","203894"
"PaulNapolitano","JET","","G","6-2","185 lbs","San Francisco","USA","77686"
